Timestamp,AT_openmeteo_C,wiatr_m_s,naslonecznienie_sekundy
2026-04-24 10:00:00,11.1,4.11,900.0
2026-04-24 10:15:00,11.2,4.11,900.0
2026-04-24 10:30:00,11.2,4.0,900.0
2026-04-24 10:45:00,11.2,3.94,900.0
2026-04-24 11:00:00,11.2,3.94,900.0
2026-04-24 11:15:00,11.3,4.0,900.0
2026-04-24 11:30:00,11.5,4.08,900.0
2026-04-24 11:45:00,11.7,4.17,900.0
2026-04-24 12:00:00,11.8,4.31,900.0
2026-04-24 12:15:00,11.8,4.47,900.0
2026-04-24 12:30:00,11.7,4.56,900.0
2026-04-24 12:45:00,11.6,4.75,900.0
2026-04-24 13:00:00,11.6,4.81,900.0
2026-04-24 13:15:00,11.7,4.86,900.0
2026-04-24 13:30:00,11.9,4.83,900.0
2026-04-24 13:45:00,12.2,4.75,900.0
2026-04-24 14:00:00,12.3,4.75,900.0
2026-04-24 14:15:00,12.4,4.75,900.0
2026-04-24 14:30:00,12.4,4.83,900.0
2026-04-24 14:45:00,12.4,4.78,900.0
2026-04-24 15:00:00,12.4,4.78,900.0
2026-04-24 15:15:00,12.4,4.78,900.0
2026-04-24 15:30:00,12.3,4.75,900.0
2026-04-24 15:45:00,12.2,4.72,900.0
2026-04-24 16:00:00,12.2,4.64,900.0
2026-04-24 16:15:00,12.1,4.56,900.0
2026-04-24 16:30:00,12.0,4.47,900.0
2026-04-24 16:45:00,12.0,4.33,900.0
2026-04-24 17:00:00,11.9,4.33,900.0
2026-04-24 17:15:00,11.7,4.33,900.0
2026-04-24 17:30:00,11.6,4.28,900.0
2026-04-24 17:45:00,11.4,4.36,900.0
2026-04-24 18:00:00,11.3,4.31,900.0
2026-04-24 18:15:00,11.1,4.25,876.25
2026-04-24 18:30:00,11.0,4.19,695.02
2026-04-24 18:45:00,10.8,4.06,518.5
2026-04-24 19:00:00,10.6,4.0,348.21
2026-04-24 19:15:00,10.5,3.94,72.46
2026-04-24 19:30:00,10.3,3.89,0.0
2026-04-24 19:45:00,10.2,3.81,0.0
2026-04-24 20:00:00,10.0,3.75,0.0
2026-04-24 20:15:00,9.9,3.61,0.0
2026-04-24 20:30:00,9.8,3.5,0.0
2026-04-24 20:45:00,9.7,3.33,0.0
2026-04-24 21:00:00,9.6,3.19,0.0
2026-04-24 21:15:00,9.5,3.06,0.0
2026-04-24 21:30:00,9.4,2.81,0.0
2026-04-24 21:45:00,9.3,2.67,0.0
2026-04-24 22:00:00,9.2,2.56,0.0
2026-04-24 22:15:00,8.9,2.53,0.0
2026-04-24 22:30:00,8.6,2.5,0.0
2026-04-24 22:45:00,8.3,2.61,0.0
2026-04-24 23:00:00,8.0,2.61,0.0
2026-04-24 23:15:00,7.8,2.61,0.0
2026-04-24 23:30:00,7.6,2.61,0.0
2026-04-24 23:45:00,7.5,2.5,0.0
2026-04-25 00:00:00,7.3,2.5,0.0
2026-04-25 00:15:00,7.2,2.5,0.0
2026-04-25 00:30:00,7.1,2.53,0.0
2026-04-25 00:45:00,7.0,2.53,0.0
2026-04-25 01:00:00,6.9,2.56,0.0
2026-04-25 01:15:00,6.8,2.44,0.0
2026-04-25 01:30:00,6.7,2.36,0.0
2026-04-25 01:45:00,6.6,2.22,0.0
2026-04-25 02:00:00,6.5,2.11,0.0
2026-04-25 02:15:00,6.4,2.11,0.0
2026-04-25 02:30:00,6.4,2.11,0.0
2026-04-25 02:45:00,6.4,2.11,0.0
2026-04-25 03:00:00,6.4,2.19,0.0
2026-04-25 03:15:00,6.5,2.31,0.0
2026-04-25 03:30:00,6.5,2.42,0.0
2026-04-25 03:45:00,6.6,2.5,0.0
2026-04-25 04:00:00,6.6,2.61,0.0
2026-04-25 04:15:00,6.7,2.61,0.0
2026-04-25 04:30:00,6.7,2.61,0.0
2026-04-25 04:45:00,6.7,2.5,0.0
2026-04-25 05:00:00,6.7,2.5,0.0
2026-04-25 05:15:00,6.7,2.5,0.0
2026-04-25 05:30:00,6.6,2.5,0.0
2026-04-25 05:45:00,6.6,2.5,0.0
2026-04-25 06:00:00,6.6,2.5,0.0
2026-04-25 06:15:00,6.6,2.53,0.0
2026-04-25 06:30:00,6.6,2.56,124.05
2026-04-25 06:45:00,6.6,2.58,744.57
2026-04-25 07:00:00,6.8,2.67,770.0
2026-04-25 07:15:00,7.2,2.83,719.67
2026-04-25 07:30:00,7.8,3.03,900.0
2026-04-25 07:45:00,8.4,3.31,760.32
2026-04-25 08:00:00,8.8,3.61,863.79
2026-04-25 08:15:00,9.1,4.0,416.83
2026-04-25 08:30:00,9.4,4.42,900.0
2026-04-25 08:45:00,9.6,4.86,342.46
2026-04-25 09:00:00,9.8,5.06,900.0
2026-04-25 09:15:00,10.0,5.08,900.0
2026-04-25 09:30:00,10.3,4.97,387.21
2026-04-25 09:45:00,10.5,4.78,650.53
2026-04-25 10:00:00,10.8,4.67,696.35
2026-04-25 10:15:00,11.2,4.67,900.0
2026-04-25 10:30:00,11.6,4.67,900.0
2026-04-25 10:45:00,12.0,4.75,900.0
2026-04-25 11:00:00,12.3,4.75,900.0
2026-04-25 11:15:00,12.6,4.67,900.0
2026-04-25 11:30:00,12.9,4.56,900.0
2026-04-25 11:45:00,13.2,4.36,900.0
2026-04-25 12:00:00,13.5,4.36,900.0
2026-04-25 12:15:00,13.9,4.44,900.0
2026-04-25 12:30:00,14.2,4.56,900.0
2026-04-25 12:45:00,14.6,4.75,900.0
2026-04-25 13:00:00,15.0,4.86,900.0
2026-04-25 13:15:00,15.6,4.86,900.0
2026-04-25 13:30:00,16.2,4.86,900.0
2026-04-25 13:45:00,16.8,4.78,900.0
2026-04-25 14:00:00,17.3,4.78,900.0
2026-04-25 14:15:00,17.6,4.81,900.0
2026-04-25 14:30:00,17.9,4.81,900.0
2026-04-25 14:45:00,18.1,4.92,900.0
2026-04-25 15:00:00,18.3,4.92,900.0
2026-04-25 15:15:00,18.5,4.94,900.0
2026-04-25 15:30:00,18.6,4.94,900.0
2026-04-25 15:45:00,18.7,5.08,900.0
2026-04-25 16:00:00,18.9,5.08,900.0
2026-04-25 16:15:00,19.1,5.19,900.0
2026-04-25 16:30:00,19.3,5.28,900.0
2026-04-25 16:45:00,19.4,5.42,900.0
2026-04-25 17:00:00,19.5,5.5,900.0
2026-04-25 17:15:00,19.5,5.5,900.0
2026-04-25 17:30:00,19.4,5.44,900.0
2026-04-25 17:45:00,19.2,5.33,900.0
2026-04-25 18:00:00,19.0,5.25,900.0
2026-04-25 18:15:00,18.8,5.11,900.0
2026-04-25 18:30:00,18.5,5.0,900.0
2026-04-25 18:45:00,18.3,4.89,900.0
2026-04-25 19:00:00,18.0,4.75,900.0
2026-04-25 19:15:00,17.8,4.56,113.38
2026-04-25 19:30:00,17.7,4.31,0.0
2026-04-25 19:45:00,17.5,4.03,0.0
2026-04-25 20:00:00,17.3,3.83,0.0
2026-04-25 20:15:00,16.9,3.67,0.0
2026-04-25 20:30:00,16.5,3.56,0.0
2026-04-25 20:45:00,16.1,3.53,0.0
2026-04-25 21:00:00,15.8,3.5,0.0
2026-04-25 21:15:00,15.5,3.53,0.0
2026-04-25 21:30:00,15.2,3.67,0.0
2026-04-25 21:45:00,15.0,3.86,0.0
2026-04-25 22:00:00,14.8,4.03,0.0
2026-04-25 22:15:00,14.5,4.25,0.0
2026-04-25 22:30:00,14.2,4.5,0.0
2026-04-25 22:45:00,14.0,4.78,0.0
2026-04-25 23:00:00,13.7,5.08,0.0
2026-04-25 23:15:00,13.6,5.25,0.0
2026-04-25 23:30:00,13.5,5.47,0.0
2026-04-25 23:45:00,13.4,5.64,0.0
2026-04-26 00:00:00,13.1,5.81,0.0
2026-04-26 00:15:00,12.7,6.0,0.0
2026-04-26 00:30:00,12.1,6.36,0.0
2026-04-26 00:45:00,11.5,6.72,0.0
2026-04-26 01:00:00,11.0,7.0,0.0
2026-04-26 01:15:00,10.6,7.08,0.0
2026-04-26 01:30:00,10.3,6.94,0.0
2026-04-26 01:45:00,10.0,6.81,0.0
2026-04-26 02:00:00,9.7,6.67,0.0
2026-04-26 02:15:00,9.3,6.44,0.0
2026-04-26 02:30:00,9.0,6.22,0.0
2026-04-26 02:45:00,8.6,5.97,0.0
2026-04-26 03:00:00,8.3,5.89,0.0
2026-04-26 03:15:00,8.1,5.72,0.0
2026-04-26 03:30:00,7.9,5.61,0.0
2026-04-26 03:45:00,7.7,5.47,0.0
2026-04-26 04:00:00,7.5,5.39,0.0
2026-04-26 04:15:00,7.4,5.33,0.0
2026-04-26 04:30:00,7.3,5.42,0.0
2026-04-26 04:45:00,7.3,5.44,0.0
2026-04-26 05:00:00,7.2,5.44,0.0
2026-04-26 05:15:00,7.1,5.31,0.0
2026-04-26 05:30:00,7.0,5.17,0.0
2026-04-26 05:45:00,6.9,4.94,0.0
2026-04-26 06:00:00,6.8,4.83,0.0
2026-04-26 06:15:00,6.7,4.75,0.0
2026-04-26 06:30:00,6.6,4.61,372.76
2026-04-26 06:45:00,6.6,4.56,806.53
2026-04-26 07:00:00,6.6,4.42,900.0
2026-04-26 07:15:00,6.7,4.33,900.0
2026-04-26 07:30:00,6.8,4.33,900.0
2026-04-26 07:45:00,7.0,4.25,900.0
2026-04-26 08:00:00,7.2,4.25,900.0
2026-04-26 08:15:00,7.4,4.25,900.0
2026-04-26 08:30:00,7.6,4.31,900.0
2026-04-26 08:45:00,7.8,4.33,900.0
2026-04-26 09:00:00,8.0,4.42,900.0
2026-04-26 09:15:00,8.2,4.33,900.0
2026-04-26 09:30:00,8.5,4.31,900.0
2026-04-26 09:45:00,8.7,4.31,900.0
2026-04-26 10:00:00,9.0,4.31,900.0
2026-04-26 10:15:00,9.3,4.47,900.0
2026-04-26 10:30:00,9.7,4.67,900.0
2026-04-26 10:45:00,10.0,4.81,900.0
2026-04-26 11:00:00,10.3,4.94,900.0
2026-04-26 11:15:00,10.5,4.97,900.0
2026-04-26 11:30:00,10.8,4.94,900.0
2026-04-26 11:45:00,11.0,4.97,900.0
2026-04-26 12:00:00,11.2,4.97,900.0
2026-04-26 12:15:00,11.5,5.0,900.0
2026-04-26 12:30:00,11.8,4.97,900.0
2026-04-26 12:45:00,12.1,5.0,900.0
2026-04-26 13:00:00,12.3,5.0,900.0
2026-04-26 13:15:00,12.5,5.0,900.0
2026-04-26 13:30:00,12.7,5.14,900.0
2026-04-26 13:45:00,12.8,5.14,900.0
2026-04-26 14:00:00,12.9,5.11,900.0
2026-04-26 14:15:00,12.9,5.0,900.0
2026-04-26 14:30:00,12.9,4.97,900.0
2026-04-26 14:45:00,12.9,4.92,900.0
2026-04-26 15:00:00,12.9,4.81,900.0
2026-04-26 15:15:00,12.9,4.75,900.0
2026-04-26 15:30:00,13.0,4.86,900.0
2026-04-26 15:45:00,13.1,4.97,900.0
2026-04-26 16:00:00,13.1,4.94,900.0
2026-04-26 16:15:00,13.2,4.75,900.0
2026-04-26 16:30:00,13.2,4.42,900.0
2026-04-26 16:45:00,13.3,4.08,900.0
2026-04-26 17:00:00,13.3,3.89,900.0
2026-04-26 17:15:00,13.3,3.72,900.0
2026-04-26 17:30:00,13.4,3.61,900.0
2026-04-26 17:45:00,13.3,3.39,900.0
2026-04-26 18:00:00,13.3,3.31,900.0
2026-04-26 18:15:00,13.2,3.22,900.0
2026-04-26 18:30:00,13.0,3.08,900.0
2026-04-26 18:45:00,12.8,3.0,900.0
2026-04-26 19:00:00,12.6,2.86,900.0
2026-04-26 19:15:00,12.4,2.69,900.0
2026-04-26 19:30:00,12.3,2.53,782.03
2026-04-26 19:45:00,12.0,2.36,65.85
2026-04-26 20:00:00,11.8,2.11,0.0
2026-04-26 20:15:00,11.6,1.81,0.0
2026-04-26 20:30:00,11.3,1.56,0.0
2026-04-26 20:45:00,11.0,1.33,0.0
2026-04-26 21:00:00,10.7,1.28,0.0
2026-04-26 21:15:00,10.5,1.19,0.0
2026-04-26 21:30:00,10.2,1.14,0.0
2026-04-26 21:45:00,9.9,1.08,0.0
2026-04-26 22:00:00,9.6,1.03,0.0
2026-04-26 22:15:00,9.2,0.97,0.0
2026-04-26 22:30:00,8.8,1.03,0.0
2026-04-26 22:45:00,8.3,1.11,0.0
2026-04-26 23:00:00,7.9,1.11,0.0
2026-04-26 23:15:00,7.7,1.11,0.0
2026-04-26 23:30:00,7.4,1.0,0.0
2026-04-26 23:45:00,7.3,0.92,0.0
2026-04-27 00:00:00,7.2,0.81,0.0
2026-04-27 00:15:00,7.1,0.72,0.0
2026-04-27 00:30:00,7.2,0.58,0.0
2026-04-27 00:45:00,7.2,0.5,0.0
2026-04-27 01:00:00,7.1,0.53,0.0
2026-04-27 01:15:00,6.9,0.61,0.0
2026-04-27 01:30:00,6.5,0.61,0.0
2026-04-27 01:45:00,6.1,0.69,0.0
2026-04-27 02:00:00,5.8,0.69,0.0
2026-04-27 02:15:00,5.6,0.69,0.0
2026-04-27 02:30:00,5.4,0.69,0.0
2026-04-27 02:45:00,5.3,0.69,0.0
2026-04-27 03:00:00,5.2,0.69,0.0
2026-04-27 03:15:00,5.0,0.69,0.0
2026-04-27 03:30:00,4.8,0.81,0.0
2026-04-27 03:45:00,4.6,0.92,0.0
2026-04-27 04:00:00,4.4,0.92,0.0
2026-04-27 04:15:00,4.2,0.92,0.0
2026-04-27 04:30:00,3.9,1.03,0.0
2026-04-27 04:45:00,3.7,1.06,0.0
2026-04-27 05:00:00,3.5,1.06,0.0
2026-04-27 05:15:00,3.3,1.03,0.0
2026-04-27 05:30:00,3.2,1.0,0.0
2026-04-27 05:45:00,3.0,1.0,0.0
2026-04-27 06:00:00,3.0,1.06,0.0
2026-04-27 06:15:00,3.0,1.08,252.83
2026-04-27 06:30:00,3.0,1.08,798.16
2026-04-27 06:45:00,3.1,1.06,900.0
2026-04-27 07:00:00,3.3,1.14,900.0
2026-04-27 07:15:00,3.7,1.14,900.0
2026-04-27 07:30:00,4.2,1.06,900.0
2026-04-27 07:45:00,4.8,1.0,900.0
2026-04-27 08:00:00,5.3,1.0,900.0
2026-04-27 08:15:00,5.9,1.0,900.0
2026-04-27 08:30:00,6.5,1.06,900.0
2026-04-27 08:45:00,7.1,1.14,900.0
2026-04-27 09:00:00,7.7,1.19,900.0
2026-04-27 09:15:00,8.4,1.28,900.0
2026-04-27 09:30:00,9.0,1.36,900.0
2026-04-27 09:45:00,9.7,1.53,900.0
2026-04-27 10:00:00,10.3,1.61,900.0
2026-04-27 10:15:00,10.8,1.75,900.0
2026-04-27 10:30:00,11.3,2.03,900.0
2026-04-27 10:45:00,11.7,2.22,900.0
2026-04-27 11:00:00,12.1,2.36,900.0
2026-04-27 11:15:00,12.4,2.44,900.0
2026-04-27 11:30:00,12.7,2.39,900.0
2026-04-27 11:45:00,13.0,2.33,900.0
2026-04-27 12:00:00,13.3,2.28,900.0
2026-04-27 12:15:00,13.5,2.28,900.0
2026-04-27 12:30:00,13.8,2.25,900.0
2026-04-27 12:45:00,14.0,2.22,900.0
2026-04-27 13:00:00,14.2,2.22,900.0
2026-04-27 13:15:00,14.3,2.22,900.0
2026-04-27 13:30:00,14.5,2.25,900.0
2026-04-27 13:45:00,14.6,2.25,900.0
2026-04-27 14:00:00,14.7,2.19,900.0
2026-04-27 14:15:00,14.9,2.14,900.0
2026-04-27 14:30:00,15.0,2.0,900.0
2026-04-27 14:45:00,15.2,1.83,900.0
2026-04-27 15:00:00,15.3,1.81,900.0
2026-04-27 15:15:00,15.4,1.83,900.0
2026-04-27 15:30:00,15.5,2.0,900.0
2026-04-27 15:45:00,15.5,2.31,900.0
2026-04-27 16:00:00,15.6,2.39,900.0
2026-04-27 16:15:00,15.6,2.42,900.0
2026-04-27 16:30:00,15.6,2.44,900.0
2026-04-27 16:45:00,15.5,2.36,900.0
2026-04-27 17:00:00,15.5,2.36,900.0
2026-04-27 17:15:00,15.4,2.44,900.0
2026-04-27 17:30:00,15.3,2.64,900.0
2026-04-27 17:45:00,15.2,2.72,900.0
2026-04-27 18:00:00,15.1,2.81,900.0
2026-04-27 18:15:00,15.0,2.81,900.0
2026-04-27 18:30:00,14.8,2.81,900.0
2026-04-27 18:45:00,14.7,2.72,900.0
2026-04-27 19:00:00,14.5,2.53,463.44
2026-04-27 19:15:00,14.4,2.22,455.08
2026-04-27 19:30:00,14.3,1.92,142.25
2026-04-27 19:45:00,14.2,1.53,0.0
2026-04-27 20:00:00,14.1,1.28,0.0
2026-04-27 20:15:00,13.9,1.08,0.0
2026-04-27 20:30:00,13.7,1.03,0.0
2026-04-27 20:45:00,13.5,1.22,0.0
2026-04-27 21:00:00,13.3,1.42,0.0
2026-04-27 21:15:00,13.1,1.44,0.0
2026-04-27 21:30:00,12.8,1.33,0.0
2026-04-27 21:45:00,12.6,1.36,0.0
2026-04-27 22:00:00,12.4,1.28,0.0
2026-04-27 22:15:00,12.1,1.19,0.0
2026-04-27 22:30:00,11.9,1.06,0.0
2026-04-27 22:45:00,11.6,0.92,0.0
2026-04-27 23:00:00,11.4,0.86,0.0
2026-04-27 23:15:00,11.2,0.86,0.0
2026-04-27 23:30:00,11.0,0.92,0.0
2026-04-27 23:45:00,10.8,0.92,0.0
2026-04-28 00:00:00,10.7,0.94,0.0
2026-04-28 00:15:00,10.6,0.81,0.0
2026-04-28 00:30:00,10.6,0.56,0.0
2026-04-28 00:45:00,10.6,0.31,0.0
2026-04-28 01:00:00,10.4,0.31,0.0
2026-04-28 01:15:00,10.0,0.75,0.0
2026-04-28 01:30:00,9.5,1.42,0.0
2026-04-28 01:45:00,8.9,2.19,0.0
2026-04-28 02:00:00,8.5,2.78,0.0
2026-04-28 02:15:00,8.1,3.08,0.0
2026-04-28 02:30:00,7.8,3.28,0.0
2026-04-28 02:45:00,7.6,3.5,0.0
2026-04-28 03:00:00,7.3,3.61,0.0
2026-04-28 03:15:00,7.1,3.72,0.0
2026-04-28 03:30:00,6.9,3.72,0.0
2026-04-28 03:45:00,6.8,3.67,0.0
2026-04-28 04:00:00,6.6,3.67,0.0
2026-04-28 04:15:00,6.4,3.72,0.0
2026-04-28 04:30:00,6.2,3.75,0.0
2026-04-28 04:45:00,6.0,3.72,0.0
2026-04-28 05:00:00,5.8,3.67,0.0
2026-04-28 05:15:00,5.7,3.5,0.0
2026-04-28 05:30:00,5.5,3.31,0.0
2026-04-28 05:45:00,5.3,3.08,0.0
2026-04-28 06:00:00,5.2,2.92,0.0
2026-04-28 06:15:00,5.1,2.75,0.0
2026-04-28 06:30:00,5.1,2.61,307.24
2026-04-28 06:45:00,5.0,2.47,354.03
2026-04-28 07:00:00,5.1,2.42,721.66
2026-04-28 07:15:00,5.2,2.5,900.0
2026-04-28 07:30:00,5.3,2.78,900.0
2026-04-28 07:45:00,5.5,3.14,900.0
2026-04-28 08:00:00,5.7,3.31,900.0
2026-04-28 08:15:00,6.0,3.31,900.0
2026-04-28 08:30:00,6.2,3.19,900.0
2026-04-28 08:45:00,6.6,3.11,900.0
2026-04-28 09:00:00,6.9,3.0,900.0
2026-04-28 09:15:00,7.2,2.89,900.0
2026-04-28 09:30:00,7.6,2.81,900.0
2026-04-28 09:45:00,8.0,2.69,900.0
2026-04-28 10:00:00,8.4,2.72,900.0
2026-04-28 10:15:00,8.8,2.83,900.0
2026-04-28 10:30:00,9.2,2.94,900.0
2026-04-28 10:45:00,9.6,3.06,900.0
2026-04-28 11:00:00,9.9,3.17,900.0
2026-04-28 11:15:00,10.3,3.19,900.0
2026-04-28 11:30:00,10.6,3.17,900.0
2026-04-28 11:45:00,11.0,3.11,900.0
2026-04-28 12:00:00,11.3,3.14,900.0
2026-04-28 12:15:00,11.6,3.14,900.0
2026-04-28 12:30:00,11.9,3.14,900.0
2026-04-28 12:45:00,12.2,3.14,900.0
2026-04-28 13:00:00,12.4,3.14,900.0
2026-04-28 13:15:00,12.5,3.14,900.0
2026-04-28 13:30:00,12.6,3.08,900.0
2026-04-28 13:45:00,12.6,3.0,900.0
2026-04-28 14:00:00,12.7,3.03,900.0
2026-04-28 14:15:00,12.8,3.08,900.0
2026-04-28 14:30:00,13.0,3.22,900.0
2026-04-28 14:45:00,13.1,3.36,900.0
2026-04-28 15:00:00,13.2,3.36,900.0
2026-04-28 15:15:00,13.3,3.36,900.0
2026-04-28 15:30:00,13.4,3.36,900.0
2026-04-28 15:45:00,13.4,3.22,900.0
2026-04-28 16:00:00,13.5,3.22,900.0
2026-04-28 16:15:00,13.5,3.14,900.0
2026-04-28 16:30:00,13.6,3.14,900.0
2026-04-28 16:45:00,13.6,3.11,900.0
2026-04-28 17:00:00,13.6,3.17,900.0
2026-04-28 17:15:00,13.5,3.42,900.0
2026-04-28 17:30:00,13.3,3.69,900.0
2026-04-28 17:45:00,13.1,4.03,900.0
2026-04-28 18:00:00,12.9,4.11,900.0
2026-04-28 18:15:00,12.7,3.97,900.0
2026-04-28 18:30:00,12.4,3.69,900.0
2026-04-28 18:45:00,12.2,3.36,900.0
2026-04-28 19:00:00,12.0,3.17,900.0
2026-04-28 19:15:00,11.8,3.06,900.0
2026-04-28 19:30:00,11.8,2.89,900.0
2026-04-28 19:45:00,11.7,2.86,231.3
2026-04-28 20:00:00,11.5,2.83,0.0
2026-04-28 20:15:00,11.2,2.75,0.0
2026-04-28 20:30:00,10.8,2.64,0.0
2026-04-28 20:45:00,10.4,2.47,0.0
2026-04-28 21:00:00,10.0,2.28,0.0
2026-04-28 21:15:00,9.8,2.08,0.0
2026-04-28 21:30:00,9.6,1.89,0.0
2026-04-28 21:45:00,9.4,1.67,0.0
2026-04-28 22:00:00,9.2,1.5,0.0
2026-04-28 22:15:00,8.9,1.36,0.0
2026-04-28 22:30:00,8.7,1.17,0.0
2026-04-28 22:45:00,8.4,1.08,0.0
2026-04-28 23:00:00,8.2,0.97,0.0
2026-04-28 23:15:00,7.9,0.89,0.0
2026-04-28 23:30:00,7.7,0.94,0.0
2026-04-28 23:45:00,7.5,0.86,0.0
2026-04-29 00:00:00,7.3,0.86,0.0
2026-04-29 00:15:00,7.2,0.81,0.0
2026-04-29 00:30:00,7.2,0.83,0.0
2026-04-29 00:45:00,7.2,0.89,0.0
2026-04-29 01:00:00,7.0,1.0,0.0
2026-04-29 01:15:00,6.5,1.06,0.0
2026-04-29 01:30:00,5.9,1.31,0.0
2026-04-29 01:45:00,5.2,1.56,0.0
2026-04-29 02:00:00,4.7,1.83,0.0
2026-04-29 02:15:00,4.4,2.06,0.0
2026-04-29 02:30:00,4.2,2.14,0.0
2026-04-29 02:45:00,4.1,2.22,0.0
2026-04-29 03:00:00,4.0,2.31,0.0
2026-04-29 03:15:00,3.9,2.36,0.0
2026-04-29 03:30:00,3.8,2.42,0.0
2026-04-29 03:45:00,3.7,2.47,0.0
2026-04-29 04:00:00,3.5,2.47,0.0
2026-04-29 04:15:00,3.4,2.42,0.0
2026-04-29 04:30:00,3.2,2.19,0.0
2026-04-29 04:45:00,3.0,1.97,0.0
2026-04-29 05:00:00,2.8,1.83,0.0
2026-04-29 05:15:00,2.6,1.78,0.0
2026-04-29 05:30:00,2.4,1.78,0.0
2026-04-29 05:45:00,2.3,1.86,0.0
2026-04-29 06:00:00,2.2,1.86,0.0
2026-04-29 06:15:00,2.2,1.86,352.88
2026-04-29 06:30:00,2.2,1.86,886.7
2026-04-29 06:45:00,2.3,1.86,900.0
2026-04-29 07:00:00,2.5,1.97,900.0
2026-04-29 07:15:00,2.8,2.33,900.0
2026-04-29 07:30:00,3.3,2.83,900.0
2026-04-29 07:45:00,3.8,3.36,900.0
2026-04-29 08:00:00,4.3,3.75,900.0
2026-04-29 08:15:00,4.7,3.92,900.0
2026-04-29 08:30:00,5.2,3.86,900.0
2026-04-29 08:45:00,5.7,3.81,900.0
2026-04-29 09:00:00,6.1,3.81,900.0
2026-04-29 09:15:00,6.4,3.86,900.0
2026-04-29 09:30:00,6.8,3.92,900.0
2026-04-29 09:45:00,7.1,3.97,900.0
2026-04-29 10:00:00,7.4,4.0,900.0
2026-04-29 10:15:00,7.7,4.06,900.0
2026-04-29 10:30:00,8.0,4.03,900.0
2026-04-29 10:45:00,8.2,4.03,900.0
2026-04-29 11:00:00,8.5,4.11,900.0
2026-04-29 11:15:00,8.7,4.19,900.0
2026-04-29 11:30:00,9.0,4.42,900.0
2026-04-29 11:45:00,9.2,4.56,900.0
2026-04-29 12:00:00,9.4,4.61,900.0
2026-04-29 12:15:00,9.5,4.61,900.0
2026-04-29 12:30:00,9.7,4.47,900.0
2026-04-29 12:45:00,9.8,4.33,900.0
2026-04-29 13:00:00,9.9,4.25,900.0
2026-04-29 13:15:00,10.0,4.19,900.0
2026-04-29 13:30:00,10.1,4.11,900.0
2026-04-29 13:45:00,10.2,4.06,900.0
2026-04-29 14:00:00,10.3,4.08,900.0
2026-04-29 14:15:00,10.4,4.14,900.0
2026-04-29 14:30:00,10.6,4.39,900.0
2026-04-29 14:45:00,10.7,4.61,900.0
2026-04-29 15:00:00,10.8,4.69,900.0
2026-04-29 15:15:00,10.8,4.56,900.0
2026-04-29 15:30:00,10.8,4.47,900.0
2026-04-29 15:45:00,10.7,4.53,900.0
2026-04-29 16:00:00,10.6,4.67,900.0
2026-04-29 16:15:00,10.5,4.89,900.0
2026-04-29 16:30:00,10.3,5.11,900.0
2026-04-29 16:45:00,10.2,5.39,900.0
2026-04-29 17:00:00,10.1,5.44,900.0
2026-04-29 17:15:00,10.1,5.31,900.0
2026-04-29 17:30:00,10.2,4.94,900.0
2026-04-29 17:45:00,10.2,4.61,900.0
2026-04-29 18:00:00,10.3,4.33,900.0
2026-04-29 18:15:00,10.2,4.14,900.0
2026-04-29 18:30:00,10.2,3.92,900.0
2026-04-29 18:45:00,10.1,3.78,900.0
2026-04-29 19:00:00,9.9,3.56,900.0
2026-04-29 19:15:00,9.8,3.47,900.0
2026-04-29 19:30:00,9.6,3.39,900.0
2026-04-29 19:45:00,9.4,3.33,300.7
2026-04-29 20:00:00,9.2,3.19,27.56
2026-04-29 20:15:00,8.9,2.97,0.0
2026-04-29 20:30:00,8.6,2.61,0.0
2026-04-29 20:45:00,8.4,2.36,0.0
2026-04-29 21:00:00,8.1,2.08,0.0
2026-04-29 21:15:00,7.8,1.86,0.0
2026-04-29 21:30:00,7.6,1.72,0.0
2026-04-29 21:45:00,7.3,1.56,0.0
2026-04-29 22:00:00,7.0,1.42,0.0
2026-04-29 22:15:00,6.7,1.28,0.0
2026-04-29 22:30:00,6.4,1.22,0.0
2026-04-29 22:45:00,6.2,1.08,0.0
2026-04-29 23:00:00,5.9,0.94,0.0
2026-04-29 23:15:00,5.7,0.81,0.0
2026-04-29 23:30:00,5.6,0.58,0.0
2026-04-29 23:45:00,5.4,0.5,0.0
2026-04-30 00:00:00,5.3,0.28,0.0
2026-04-30 00:15:00,5.2,0.19,0.0
2026-04-30 00:30:00,5.2,0.31,0.0
2026-04-30 00:45:00,5.1,0.5,0.0
2026-04-30 01:00:00,4.9,0.69,0.0
2026-04-30 01:15:00,4.6,0.81,0.0
2026-04-30 01:30:00,4.1,0.83,0.0
2026-04-30 01:45:00,3.6,0.72,0.0
2026-04-30 02:00:00,3.2,0.75,0.0
2026-04-30 02:15:00,2.9,0.81,0.0
2026-04-30 02:30:00,2.7,0.86,0.0
2026-04-30 02:45:00,2.5,1.0,0.0
2026-04-30 03:00:00,2.4,1.06,0.0
2026-04-30 03:15:00,2.3,1.06,0.0
2026-04-30 03:30:00,2.2,1.14,0.0
2026-04-30 03:45:00,2.1,1.08,0.0
2026-04-30 04:00:00,2.0,1.08,0.0
2026-04-30 04:15:00,1.9,1.0,0.0
2026-04-30 04:30:00,1.7,0.92,0.0
2026-04-30 04:45:00,1.6,0.92,0.0
2026-04-30 05:00:00,1.5,0.78,0.0
2026-04-30 05:15:00,1.5,0.72,0.0
