probka;y_real;y_model;u_input;error
1843;17.3000;17.5299;11.0000;-0.2299
1844;17.3000;17.5289;11.0000;-0.2289
1845;17.3000;17.5280;11.0000;-0.2280
1846;17.3000;17.5270;11.0000;-0.2270
1847;17.3000;17.5260;11.0000;-0.2260
1848;17.3000;17.5251;11.0000;-0.2251
1849;17.3000;17.5241;11.0000;-0.2241
1850;17.3000;17.5232;11.0000;-0.2232
1851;17.3000;17.5222;11.0000;-0.2222
1852;17.3000;17.5212;11.0000;-0.2212
1853;17.3000;17.5203;11.0000;-0.2203
1854;17.3000;17.5193;11.0000;-0.2193
1855;17.3000;17.5183;11.0000;-0.2183
1856;17.3000;17.5174;11.0000;-0.2174
1857;17.3000;17.5164;11.0000;-0.2164
1858;17.3000;17.5155;11.0000;-0.2155
1859;17.3000;17.5145;11.0000;-0.2145
1860;17.3000;17.5136;11.0000;-0.2136
1861;17.3000;17.5126;11.0000;-0.2126
1862;17.3000;17.5117;11.0000;-0.2117
1863;17.3000;17.5107;11.0000;-0.2107
1864;17.3000;17.5097;11.0000;-0.2097
1865;17.3000;17.5088;11.0000;-0.2088
1866;17.3000;17.5078;11.0000;-0.2078
1867;17.3000;17.5069;11.0000;-0.2069
1868;17.3000;17.5059;11.0000;-0.2059
1869;17.2000;17.5050;11.0000;-0.3050
1870;17.2000;17.5040;11.0000;-0.3040
1871;17.2000;17.5031;11.0000;-0.3031
1872;17.2000;17.5022;11.0000;-0.3022
1873;17.2000;17.5012;11.0000;-0.3012
1874;17.3000;17.5003;11.0000;-0.2003
1875;17.3000;17.4993;11.0000;-0.1993
1876;17.3000;17.4984;11.0000;-0.1984
1877;17.3000;17.4974;11.0000;-0.1974
1878;17.3000;17.4965;11.0000;-0.1965
1879;17.2000;17.4955;11.0000;-0.2955
1880;17.2000;17.4946;11.0000;-0.2946
1881;17.2000;17.4937;11.0000;-0.2937
1882;17.2000;17.4927;11.0000;-0.2927
1883;17.2000;17.4918;11.0000;-0.2918
1884;17.2000;17.4908;11.0000;-0.2908
1885;17.2000;17.4899;11.0000;-0.2899
1886;17.2000;17.4890;11.0000;-0.2890
1887;17.2000;17.4880;11.0000;-0.2880
1888;17.2000;17.4871;11.0000;-0.2871
1889;17.2000;17.4862;11.0000;-0.2862
1890;17.2000;17.4852;11.0000;-0.2852
1891;17.2000;17.4843;11.0000;-0.2843
1892;17.2000;17.4834;11.0000;-0.2834
1893;17.2000;17.4824;11.0000;-0.2824
1894;17.2000;17.4815;11.0000;-0.2815
1895;17.2000;17.4806;11.0000;-0.2806
1896;17.2000;17.4796;11.0000;-0.2796
1897;17.2000;17.4787;11.0000;-0.2787
1898;17.2000;17.4778;11.0000;-0.2778
1899;17.2000;17.4769;11.0000;-0.2769
1900;17.2000;17.4759;11.0000;-0.2759
1901;17.2000;17.4750;11.0000;-0.2750
1902;17.2000;17.4741;11.0000;-0.2741
1903;17.2000;17.4731;11.0000;-0.2731
1904;17.2000;17.4722;11.0000;-0.2722
1905;17.2000;17.4713;11.0000;-0.2713
1906;17.2000;17.4704;11.0000;-0.2704
1907;17.2000;17.4695;11.0000;-0.2695
1908;17.1000;17.4685;11.0000;-0.3685
1909;17.1000;17.4676;11.0000;-0.3676
1910;17.1000;17.4667;11.0000;-0.3667
1911;17.1000;17.4658;11.0000;-0.3658
1912;17.1000;17.4649;11.0000;-0.3649
1913;17.1000;17.4639;11.0000;-0.3639
1914;17.1000;17.4630;11.0000;-0.3630
1915;17.1000;17.4621;11.0000;-0.3621
1916;17.1000;17.4612;11.0000;-0.3612
1917;17.1000;17.4603;11.0000;-0.3603
1918;17.1000;17.4594;11.0000;-0.3594
1919;17.1000;17.4584;11.0000;-0.3584
1920;17.1000;17.4575;11.0000;-0.3575
1921;17.1000;17.4566;11.0000;-0.3566
1922;17.1000;17.4557;11.0000;-0.3557
1923;17.1000;17.4548;11.0000;-0.3548
1924;17.1000;17.4539;11.0000;-0.3539
1925;17.1000;17.4530;11.0000;-0.3530
1926;17.1000;17.4521;11.0000;-0.3521
1927;17.1000;17.4512;11.0000;-0.3512
1928;17.1000;17.4503;11.0000;-0.3503
1929;17.1000;17.4493;11.0000;-0.3493
1930;17.1000;17.4484;11.0000;-0.3484
1931;17.1000;17.4475;11.0000;-0.3475
1932;17.1000;17.4466;11.0000;-0.3466
1933;17.1000;17.4457;11.0000;-0.3457
1934;17.1000;17.4448;11.0000;-0.3448
1935;17.1000;17.4439;11.0000;-0.3439
1936;17.1000;17.4430;11.0000;-0.3430
1937;17.1000;17.4421;11.0000;-0.3421
1938;17.1000;17.4412;11.0000;-0.3412
1939;17.1000;17.4403;11.0000;-0.3403
1940;17.1000;17.4394;11.0000;-0.3394
1941;17.1000;17.4385;11.0000;-0.3385
1942;17.0000;17.4376;11.0000;-0.4376
1943;17.0000;17.4367;11.0000;-0.4367
1944;17.0000;17.4358;11.0000;-0.4358
1945;17.0000;17.4349;11.0000;-0.4349
1946;17.0000;17.4340;11.0000;-0.4340
1947;17.0000;17.4331;11.0000;-0.4331
1948;17.0000;17.4322;11.0000;-0.4322
1949;17.0000;17.4314;11.0000;-0.4314
1950;17.0000;17.4305;11.0000;-0.4305
1951;17.0000;17.4296;11.0000;-0.4296
1952;17.0000;17.4287;11.0000;-0.4287
1953;17.0000;17.4278;11.0000;-0.4278
1954;17.0000;17.4269;11.0000;-0.4269
1955;17.0000;17.4260;11.0000;-0.4260
1956;17.0000;17.4251;11.0000;-0.4251
1957;17.0000;17.4242;11.0000;-0.4242
1958;17.0000;17.4233;11.0000;-0.4233
1959;17.0000;17.4225;11.0000;-0.4225
1960;17.0000;17.4216;11.0000;-0.4216
1961;17.0000;17.4207;11.0000;-0.4207
1962;17.0000;17.4198;11.0000;-0.4198
1963;17.0000;17.4189;11.0000;-0.4189
1964;17.0000;17.4180;11.0000;-0.4180
1965;17.0000;17.4172;11.0000;-0.4172
1966;17.0000;17.4163;11.0000;-0.4163
1967;17.0000;17.4154;11.0000;-0.4154
1968;17.0000;17.4145;11.0000;-0.4145
1969;17.0000;17.4136;11.0000;-0.4136
1970;17.0000;17.4128;11.0000;-0.4128
1971;17.0000;17.4119;11.0000;-0.4119
1972;17.0000;17.4110;11.0000;-0.4110
1973;17.0000;17.4101;11.0000;-0.4101
1974;17.0000;17.4092;11.0000;-0.4092
1975;17.0000;17.4084;11.0000;-0.4084
1976;16.9000;17.4075;11.0000;-0.5075
1977;16.9000;17.4066;11.0000;-0.5066
1978;16.9000;17.4057;11.0000;-0.5057
1979;16.9000;17.4049;11.0000;-0.5049
1980;16.9000;17.4040;11.0000;-0.5040
1981;16.9000;17.4031;11.0000;-0.5031
1982;16.9000;17.4023;11.0000;-0.5023
1983;16.9000;17.4014;11.0000;-0.5014
1984;16.9000;17.4005;11.0000;-0.5005
1985;16.9000;17.3997;11.0000;-0.4997
1986;16.9000;17.3988;11.0000;-0.4988
1987;16.9000;17.3979;11.0000;-0.4979
1988;16.9000;17.3970;11.0000;-0.4970
1989;16.9000;17.3962;11.0000;-0.4962
1990;16.9000;17.3953;11.0000;-0.4953
1991;16.9000;17.3945;11.0000;-0.4945
1992;16.9000;17.3936;11.0000;-0.4936
1993;16.9000;17.3927;11.0000;-0.4927
1994;16.9000;17.3919;11.0000;-0.4919
1995;16.9000;17.3910;11.0000;-0.4910
1996;16.9000;17.3901;11.0000;-0.4901
1997;16.9000;17.3893;11.0000;-0.4893
1998;16.9000;17.3884;11.0000;-0.4884
1999;16.9000;17.3876;11.0000;-0.4876
2000;16.9000;17.3867;11.0000;-0.4867
2001;16.9000;17.3858;11.0000;-0.4858
2002;16.9000;17.3850;11.0000;-0.4850
2003;16.9000;17.3841;11.0000;-0.4841
2004;16.9000;17.3833;11.0000;-0.4833
2005;16.9000;17.3824;11.0000;-0.4824
2006;16.9000;17.3816;11.0000;-0.4816
2007;16.9000;17.3807;11.0000;-0.4807
2008;16.8000;17.3798;11.0000;-0.5798
2009;16.8000;17.3790;11.0000;-0.5790
2010;16.8000;17.3781;11.0000;-0.5781
2011;16.8000;17.3773;11.0000;-0.5773
2012;16.8000;17.3764;11.0000;-0.5764
2013;16.8000;17.3756;11.0000;-0.5756
2014;16.8000;17.3747;11.0000;-0.5747
2015;16.8000;17.3739;11.0000;-0.5739
2016;16.8000;17.3730;11.0000;-0.5730
2017;16.8000;17.3722;11.0000;-0.5722
2018;16.8000;17.3713;11.0000;-0.5713
2019;16.8000;17.3705;11.0000;-0.5705
2020;16.8000;17.3697;11.0000;-0.5697
2021;16.8000;17.3688;11.0000;-0.5688
2022;16.8000;17.3680;11.0000;-0.5680
2023;16.8000;17.3671;11.0000;-0.5671
2024;16.8000;17.3663;11.0000;-0.5663
2025;16.8000;17.3654;11.0000;-0.5654
2026;16.8000;17.3646;11.0000;-0.5646
2027;16.8000;17.3637;11.0000;-0.5637
2028;16.8000;17.3629;11.0000;-0.5629
2029;16.8000;17.3621;11.0000;-0.5621
2030;16.8000;17.3612;11.0000;-0.5612
2031;16.8000;17.3604;11.0000;-0.5604
2032;16.8000;17.3595;11.0000;-0.5595
2033;16.8000;17.3587;11.0000;-0.5587
2034;16.8000;17.3579;11.0000;-0.5579
2035;16.8000;17.3570;11.0000;-0.5570
2036;16.8000;17.3562;11.0000;-0.5562
2037;16.8000;17.3554;11.0000;-0.5554
2038;16.8000;17.3545;11.0000;-0.5545
2039;16.8000;17.3537;11.0000;-0.5537
2040;16.8000;17.3529;11.0000;-0.5529
2041;16.8000;17.3520;11.0000;-0.5520
2042;16.8000;17.3512;11.0000;-0.5512
2043;16.8000;17.3504;11.0000;-0.5504
2044;16.8000;17.3495;11.0000;-0.5495
2045;16.8000;17.3487;11.0000;-0.5487
2046;16.8000;17.3479;11.0000;-0.5479
2047;16.7000;17.3471;11.0000;-0.6471
2048;16.7000;17.3462;11.0000;-0.6462
2049;16.7000;17.3454;11.0000;-0.6454
2050;16.7000;17.3446;11.0000;-0.6446
2051;16.7000;17.3437;11.0000;-0.6437
2052;16.7000;17.3429;11.0000;-0.6429
2053;16.7000;17.3421;11.0000;-0.6421
2054;16.7000;17.3413;11.0000;-0.6413
2055;16.7000;17.3404;11.0000;-0.6404
2056;16.7000;17.3396;11.0000;-0.6396
2057;16.7000;17.3388;11.0000;-0.6388
2058;16.7000;17.3380;11.0000;-0.6380
2059;16.7000;17.3372;11.0000;-0.6372
2060;16.7000;17.3363;11.0000;-0.6363
2061;16.7000;17.3355;11.0000;-0.6355
2062;16.7000;17.3347;11.0000;-0.6347
2063;16.7000;17.3339;11.0000;-0.6339
2064;16.7000;17.3331;11.0000;-0.6331
2065;16.7000;17.3322;11.0000;-0.6322
2066;16.7000;17.3314;11.0000;-0.6314
2067;16.7000;17.3306;11.0000;-0.6306
2068;16.7000;17.3298;11.0000;-0.6298
2069;16.7000;17.3290;11.0000;-0.6290
2070;16.7000;17.3282;11.0000;-0.6282
2071;16.7000;17.3273;11.0000;-0.6273
2072;16.7000;17.3265;11.0000;-0.6265
2073;16.7000;17.3257;11.0000;-0.6257
2074;16.7000;17.3249;11.0000;-0.6249
2075;16.7000;17.3241;11.0000;-0.6241
2076;16.7000;17.3233;11.0000;-0.6233
2077;16.7000;17.3225;11.0000;-0.6225
2078;16.7000;17.3217;11.0000;-0.6217
2079;16.7000;17.3209;11.0000;-0.6209
2080;16.7000;17.3201;11.0000;-0.6201
2081;16.6000;17.3192;11.0000;-0.7192
2082;16.6000;17.3184;11.0000;-0.7184
2083;16.6000;17.3176;11.0000;-0.7176
2084;16.6000;17.3168;11.0000;-0.7168
2085;16.6000;17.3160;11.0000;-0.7160
2086;16.6000;17.3152;11.0000;-0.7152
2087;16.6000;17.3144;11.0000;-0.7144
2088;16.6000;17.3136;11.0000;-0.7136
2089;16.6000;17.3128;11.0000;-0.7128
2090;16.6000;17.3120;11.0000;-0.7120
2091;16.6000;17.3112;11.0000;-0.7112
2092;16.6000;17.3104;11.0000;-0.7104
2093;16.6000;17.3096;11.0000;-0.7096
2094;16.6000;17.3088;11.0000;-0.7088
2095;16.6000;17.3080;11.0000;-0.7080
2096;16.6000;17.3072;11.0000;-0.7072
2097;16.6000;17.3064;11.0000;-0.7064
2098;16.6000;17.3056;11.0000;-0.7056
2099;16.6000;17.3048;11.0000;-0.7048
2100;16.6000;17.3040;11.0000;-0.7040
2101;16.6000;17.3032;11.0000;-0.7032
2102;16.6000;17.3024;11.0000;-0.7024
2103;16.6000;17.3016;11.0000;-0.7016
2104;16.6000;17.3008;11.0000;-0.7008
2105;16.6000;17.3000;11.0000;-0.7000
2106;16.6000;17.2993;11.0000;-0.6993
2107;16.6000;17.2985;11.0000;-0.6985
2108;16.6000;17.2977;11.0000;-0.6977
2109;16.6000;17.2969;11.0000;-0.6969
2110;16.6000;17.2961;11.0000;-0.6961
2111;16.6000;17.2953;11.0000;-0.6953
2112;16.6000;17.2945;11.0000;-0.6945
2113;16.6000;17.2937;11.0000;-0.6937
2114;16.6000;17.2929;11.0000;-0.6929
2115;16.5000;17.2921;11.0000;-0.7921
2116;16.5000;17.2914;11.0000;-0.7914
2117;16.5000;17.2906;11.0000;-0.7906
2118;16.5000;17.2898;11.0000;-0.7898
2119;16.5000;17.2890;11.0000;-0.7890
2120;16.5000;17.2882;11.0000;-0.7882
2121;16.5000;17.2874;11.0000;-0.7874
2122;16.5000;17.2867;11.0000;-0.7867
2123;16.5000;17.2859;11.0000;-0.7859
2124;16.5000;17.2851;11.0000;-0.7851
2125;16.5000;17.2843;11.0000;-0.7843
2126;16.5000;17.2835;11.0000;-0.7835
2127;16.5000;17.2828;11.0000;-0.7828
2128;16.5000;17.2820;11.0000;-0.7820
2129;16.5000;17.2812;11.0000;-0.7812
2130;16.5000;17.2804;11.0000;-0.7804
2131;16.5000;17.2796;11.0000;-0.7796
2132;16.5000;17.2789;11.0000;-0.7789
2133;16.5000;17.2781;11.0000;-0.7781
2134;16.5000;17.2773;11.0000;-0.7773
2135;16.5000;17.2765;11.0000;-0.7765
2136;16.5000;17.2758;11.0000;-0.7758
2137;16.5000;17.2750;11.0000;-0.7750
2138;16.5000;17.2742;11.0000;-0.7742
2139;16.5000;17.2734;11.0000;-0.7734
2140;16.5000;17.2727;11.0000;-0.7727
2141;16.5000;17.2719;11.0000;-0.7719
2142;16.5000;17.2711;11.0000;-0.7711
2143;16.5000;17.2704;11.0000;-0.7704
2144;16.4000;17.2696;11.0000;-0.8696
2145;16.4000;17.2688;11.0000;-0.8688
2146;16.4000;17.2680;11.0000;-0.8680
2147;16.4000;17.2673;11.0000;-0.8673
2148;16.4000;17.2665;11.0000;-0.8665
2149;16.4000;17.2657;11.0000;-0.8657
2150;16.4000;17.2650;11.0000;-0.8650
2151;16.4000;17.2642;11.0000;-0.8642
2152;16.4000;17.2634;11.0000;-0.8634
2153;16.4000;17.2627;11.0000;-0.8627
2154;16.4000;17.2619;11.0000;-0.8619
2155;16.4000;17.2612;11.0000;-0.8612
2156;16.4000;17.2604;11.0000;-0.8604
2157;16.4000;17.2596;11.0000;-0.8596
2158;16.4000;17.2589;11.0000;-0.8589
2159;16.4000;17.2581;11.0000;-0.8581
2160;16.4000;17.2573;11.0000;-0.8573
2161;16.4000;17.2566;11.0000;-0.8566
2162;16.4000;17.2558;11.0000;-0.8558
2163;16.4000;17.2551;11.0000;-0.8551
2164;16.4000;17.2543;11.0000;-0.8543
2165;16.4000;17.2536;11.0000;-0.8536
2166;16.4000;17.2528;11.0000;-0.8528
2167;16.4000;17.2520;11.0000;-0.8520
2168;16.4000;17.2513;11.0000;-0.8513
2169;16.4000;17.2505;11.0000;-0.8505
2170;16.4000;17.2498;11.0000;-0.8498
2171;16.4000;17.2490;11.0000;-0.8490
2172;16.4000;17.2483;11.0000;-0.8483
2173;16.4000;17.2475;11.0000;-0.8475
2174;16.4000;17.2468;11.0000;-0.8468
2175;16.4000;17.2460;11.0000;-0.8460
2176;16.4000;17.2453;11.0000;-0.8453
2177;16.4000;17.2445;11.0000;-0.8445
2178;16.4000;17.2438;11.0000;-0.8438
2179;16.4000;17.2430;11.0000;-0.8430
2180;16.4000;17.2423;11.0000;-0.8423
2181;16.3000;17.2415;11.0000;-0.9415
2182;16.3000;17.2408;11.0000;-0.9408
2183;16.3000;17.2400;11.0000;-0.9400
2184;16.3000;17.2393;11.0000;-0.9393
2185;16.3000;17.2385;11.0000;-0.9385
2186;16.3000;17.2378;11.0000;-0.9378
2187;16.3000;17.2370;11.0000;-0.9370
2188;16.3000;17.2363;11.0000;-0.9363
2189;16.3000;17.2355;11.0000;-0.9355
2190;16.3000;17.2348;11.0000;-0.9348
2191;16.3000;17.2341;11.0000;-0.9341
2192;16.3000;17.2333;11.0000;-0.9333
2193;16.3000;17.2326;11.0000;-0.9326
2194;16.3000;17.2318;11.0000;-0.9318
2195;16.3000;17.2311;11.0000;-0.9311
2196;16.3000;17.2304;11.0000;-0.9304
2197;16.3000;17.2296;11.0000;-0.9296
2198;16.3000;17.2289;11.0000;-0.9289
2199;16.3000;17.2281;11.0000;-0.9281
2200;16.3000;17.2274;11.0000;-0.9274
2201;16.3000;17.2267;11.0000;-0.9267
2202;16.3000;17.2259;11.0000;-0.9259
2203;16.3000;17.2252;11.0000;-0.9252
2204;16.3000;17.2245;11.0000;-0.9245
2205;16.3000;17.2237;11.0000;-0.9237
2206;16.3000;17.2230;11.0000;-0.9230
2207;16.3000;17.2223;11.0000;-0.9223
2208;16.3000;17.2215;11.0000;-0.9215
2209;16.3000;17.2208;11.0000;-0.9208
2210;16.3000;17.2201;11.0000;-0.9201
2211;16.3000;17.2193;11.0000;-0.9193
2212;16.3000;17.2186;11.0000;-0.9186
2213;16.3000;17.2179;11.0000;-0.9179
2214;16.3000;17.2171;11.0000;-0.9171
2215;16.3000;17.2164;11.0000;-0.9164
2216;16.3000;17.2157;11.0000;-0.9157
2217;16.3000;17.2149;11.0000;-0.9149
2218;16.3000;17.2142;11.0000;-0.9142
2219;16.3000;17.2135;11.0000;-0.9135
2220;16.3000;17.2128;11.0000;-0.9128
2221;16.3000;17.2120;11.0000;-0.9120
2222;16.3000;17.2113;11.0000;-0.9113
2223;16.3000;17.2106;11.0000;-0.9106
2224;16.3000;17.2099;11.0000;-0.9099
2225;16.3000;17.2091;11.0000;-0.9091
2226;16.3000;17.2084;11.0000;-0.9084
2227;16.3000;17.2077;11.0000;-0.9077
2228;16.3000;17.2070;11.0000;-0.9070
2229;16.3000;17.2063;11.0000;-0.9063
2230;16.3000;17.2055;11.0000;-0.9055
2231;16.3000;17.2048;11.0000;-0.9048
2232;16.3000;17.2041;11.0000;-0.9041
2233;16.3000;17.2034;11.0000;-0.9034
2234;16.3000;17.2027;11.0000;-0.9027
2235;16.3000;17.2019;11.0000;-0.9019
2236;16.3000;17.2012;11.0000;-0.9012
2237;16.3000;17.2005;11.0000;-0.9005
2238;16.3000;17.1998;11.0000;-0.8998
2239;16.3000;17.1991;11.0000;-0.8991
2240;16.3000;17.1984;11.0000;-0.8984
2241;16.3000;17.1976;11.0000;-0.8976
2242;16.3000;17.1969;11.0000;-0.8969
2243;16.3000;17.1962;11.0000;-0.8962
2244;16.3000;17.1955;11.0000;-0.8955
2245;16.3000;17.1948;11.0000;-0.8948
2246;16.2000;17.1941;11.0000;-0.9941
2247;16.2000;17.1934;11.0000;-0.9934
2248;16.2000;17.1926;11.0000;-0.9926
2249;16.2000;17.1919;11.0000;-0.9919
2250;16.2000;17.1912;11.0000;-0.9912
2251;16.2000;17.1905;11.0000;-0.9905
2252;16.2000;17.1898;11.0000;-0.9898
2253;16.2000;17.1891;11.0000;-0.9891
2254;16.2000;17.1884;11.0000;-0.9884
2255;16.2000;17.1877;11.0000;-0.9877
2256;16.2000;17.1870;11.0000;-0.9870
2257;16.2000;17.1863;11.0000;-0.9863
2258;16.2000;17.1856;11.0000;-0.9856
2259;16.2000;17.1849;11.0000;-0.9849
2260;16.2000;17.1842;11.0000;-0.9842
2261;16.2000;17.1835;11.0000;-0.9835
2262;16.2000;17.1828;11.0000;-0.9828
2263;16.2000;17.1820;11.0000;-0.9820
2264;16.2000;17.1813;11.0000;-0.9813
2265;16.2000;17.1806;11.0000;-0.9806
2266;16.2000;17.1799;11.0000;-0.9799
2267;16.2000;17.1792;11.0000;-0.9792
2268;16.2000;17.1785;11.0000;-0.9785
2269;16.2000;17.1778;11.0000;-0.9778
2270;16.2000;17.1771;11.0000;-0.9771
2271;16.2000;17.1764;11.0000;-0.9764
2272;16.2000;17.1757;11.0000;-0.9757
2273;16.2000;17.1750;11.0000;-0.9750
2274;16.2000;17.1743;11.0000;-0.9743
2275;16.2000;17.1737;11.0000;-0.9737
2276;16.2000;17.1730;11.0000;-0.9730
2277;16.2000;17.1723;11.0000;-0.9723
2278;16.2000;17.1716;11.0000;-0.9716
2279;16.2000;17.1709;11.0000;-0.9709
2280;16.2000;17.1702;11.0000;-0.9702
2281;16.2000;17.1695;11.0000;-0.9695
2282;16.2000;17.1688;11.0000;-0.9688
2283;16.2000;17.1681;11.0000;-0.9681
2284;16.2000;17.1674;11.0000;-0.9674
2285;16.2000;17.1667;11.0000;-0.9667
2286;16.2000;17.1660;11.0000;-0.9660
2287;16.2000;17.1653;11.0000;-0.9653
2288;16.2000;17.1646;11.0000;-0.9646
2289;16.2000;17.1640;11.0000;-0.9640
2290;16.2000;17.1633;11.0000;-0.9633
2291;16.2000;17.1626;11.0000;-0.9626
2292;16.2000;17.1619;11.0000;-0.9619
2293;16.2000;17.1612;11.0000;-0.9612
2294;16.2000;17.1605;11.0000;-0.9605
2295;16.2000;17.1598;11.0000;-0.9598
2296;16.2000;17.1591;11.0000;-0.9591
2297;16.2000;17.1585;11.0000;-0.9585
2298;16.2000;17.1578;11.0000;-0.9578
2299;16.2000;17.1571;11.0000;-0.9571
2300;16.2000;17.1564;11.0000;-0.9564
2301;16.2000;17.1557;11.0000;-0.9557
2302;16.2000;17.1550;11.0000;-0.9550
2303;16.2000;17.1544;11.0000;-0.9544
2304;16.2000;17.1537;11.0000;-0.9537
2305;16.2000;17.1530;11.0000;-0.9530
2306;16.2000;17.1523;11.0000;-0.9523
2307;16.2000;17.1516;11.0000;-0.9516
2308;16.2000;17.1510;11.0000;-0.9510
2309;16.2000;17.1503;11.0000;-0.9503
2310;16.2000;17.1496;11.0000;-0.9496
2311;16.2000;17.1489;11.0000;-0.9489
2312;16.2000;17.1482;11.0000;-0.9482
2313;16.1000;17.1476;11.0000;-1.0476
2314;16.1000;17.1469;11.0000;-1.0469
2315;16.1000;17.1462;11.0000;-1.0462
2316;16.1000;17.1455;11.0000;-1.0455
2317;16.1000;17.1449;11.0000;-1.0449
2318;16.1000;17.1442;11.0000;-1.0442
2319;16.1000;17.1435;11.0000;-1.0435
2320;16.1000;17.1428;11.0000;-1.0428
2321;16.1000;17.1422;11.0000;-1.0422
2322;16.1000;17.1415;11.0000;-1.0415
2323;16.1000;17.1408;11.0000;-1.0408
2324;16.1000;17.1402;11.0000;-1.0402
2325;16.1000;17.1395;11.0000;-1.0395
2326;16.1000;17.1388;11.0000;-1.0388
2327;16.1000;17.1381;11.0000;-1.0381
2328;16.1000;17.1375;11.0000;-1.0375
2329;16.1000;17.1368;11.0000;-1.0368
2330;16.1000;17.1361;11.0000;-1.0361
2331;16.1000;17.1355;11.0000;-1.0355
2332;16.1000;17.1348;11.0000;-1.0348
2333;16.1000;17.1341;11.0000;-1.0341
2334;16.1000;17.1335;11.0000;-1.0335
2335;16.1000;17.1328;11.0000;-1.0328
2336;16.1000;17.1321;11.0000;-1.0321
2337;16.1000;17.1315;11.0000;-1.0315
2338;16.1000;17.1308;11.0000;-1.0308
2339;16.1000;17.1302;11.0000;-1.0302
2340;16.1000;17.1295;11.0000;-1.0295
2341;16.1000;17.1288;11.0000;-1.0288
2342;16.1000;17.1282;11.0000;-1.0282
2343;16.1000;17.1275;11.0000;-1.0275
2344;16.1000;17.1268;11.0000;-1.0268
2345;16.1000;17.1262;11.0000;-1.0262
2346;16.1000;17.1255;11.0000;-1.0255
2347;16.1000;17.1249;11.0000;-1.0249
2348;16.1000;17.1242;11.0000;-1.0242
2349;16.1000;17.1235;11.0000;-1.0235
2350;16.1000;17.1229;11.0000;-1.0229
2351;16.1000;17.1222;11.0000;-1.0222
2352;16.1000;17.1216;11.0000;-1.0216
2353;16.1000;17.1209;11.0000;-1.0209
2354;16.1000;17.1203;11.0000;-1.0203
2355;16.1000;17.1196;11.0000;-1.0196
2356;16.1000;17.1190;11.0000;-1.0190
2357;16.1000;17.1183;11.0000;-1.0183
2358;16.1000;17.1176;11.0000;-1.0176
2359;16.1000;17.1170;11.0000;-1.0170
2360;16.1000;17.1163;11.0000;-1.0163
2361;16.1000;17.1157;11.0000;-1.0157
2362;16.1000;17.1150;11.0000;-1.0150
2363;16.1000;17.1144;11.0000;-1.0144
2364;16.1000;17.1137;11.0000;-1.0137
2365;16.1000;17.1131;11.0000;-1.0131
2366;16.1000;17.1124;11.0000;-1.0124
2367;16.1000;17.1118;11.0000;-1.0118
2368;16.1000;17.1111;11.0000;-1.0111
2369;16.1000;17.1105;11.0000;-1.0105
2370;16.1000;17.1098;11.0000;-1.0098
2371;16.1000;17.1092;11.0000;-1.0092
2372;16.1000;17.1085;11.0000;-1.0085
2373;16.0000;17.1079;11.0000;-1.1079
2374;16.0000;17.1072;11.0000;-1.1072
2375;16.0000;17.1066;11.0000;-1.1066
2376;16.0000;17.1060;11.0000;-1.1060
2377;16.0000;17.1053;11.0000;-1.1053
2378;16.0000;17.1047;11.0000;-1.1047
2379;16.0000;17.1040;11.0000;-1.1040
2380;16.0000;17.1034;11.0000;-1.1034
2381;16.0000;17.1027;11.0000;-1.1027
2382;16.0000;17.1021;11.0000;-1.1021
2383;16.0000;17.1015;11.0000;-1.1015
2384;16.0000;17.1008;11.0000;-1.1008
2385;16.0000;17.1002;11.0000;-1.1002
2386;16.0000;17.0995;11.0000;-1.0995
2387;16.0000;17.0989;11.0000;-1.0989
2388;16.0000;17.0983;11.0000;-1.0983
2389;16.0000;17.0976;11.0000;-1.0976
2390;16.0000;17.0970;11.0000;-1.0970
2391;16.0000;17.0963;11.0000;-1.0963
2392;16.0000;17.0957;11.0000;-1.0957
2393;16.0000;17.0951;11.0000;-1.0951
2394;16.0000;17.0944;11.0000;-1.0944
2395;16.0000;17.0938;11.0000;-1.0938
2396;16.0000;17.0932;11.0000;-1.0932
2397;16.0000;17.0925;11.0000;-1.0925
2398;16.0000;17.0919;11.0000;-1.0919
2399;16.0000;17.0913;11.0000;-1.0913
2400;16.0000;17.0906;11.0000;-1.0906
2401;16.0000;17.0900;11.0000;-1.0900
2402;16.0000;17.0894;11.0000;-1.0894
2403;16.0000;17.0887;11.0000;-1.0887
2404;16.0000;17.0881;11.0000;-1.0881
2405;16.0000;17.0875;11.0000;-1.0875
2406;16.0000;17.0868;11.0000;-1.0868
2407;16.0000;17.0862;11.0000;-1.0862
2408;16.0000;17.0856;11.0000;-1.0856
2409;16.0000;17.0849;11.0000;-1.0849
2410;16.0000;17.0843;11.0000;-1.0843
2411;16.0000;17.0837;11.0000;-1.0837
2412;16.0000;17.0831;11.0000;-1.0831
2413;16.0000;17.0824;11.0000;-1.0824
2414;16.0000;17.0818;11.0000;-1.0818
2415;16.0000;17.0812;11.0000;-1.0812
2416;16.0000;17.0806;11.0000;-1.0806
2417;16.0000;17.0799;11.0000;-1.0799
2418;16.0000;17.0793;11.0000;-1.0793
2419;16.0000;17.0787;11.0000;-1.0787
2420;15.9000;17.0781;11.0000;-1.1781
2421;15.9000;17.0774;11.0000;-1.1774
2422;15.9000;17.0768;11.0000;-1.1768
2423;15.9000;17.0762;11.0000;-1.1762
2424;15.9000;17.0756;11.0000;-1.1756
