probka;y_real;y_model;u_input;error
617;20.5000;19.4926;11.0000;1.0074
618;20.5000;19.4902;11.0000;1.0098
619;20.5000;19.4877;11.0000;1.0123
620;20.5000;19.4852;11.0000;1.0148
621;20.5000;19.4828;11.0000;1.0172
622;20.5000;19.4803;11.0000;1.0197
623;20.6000;19.4779;11.0000;1.1221
624;20.6000;19.4754;11.0000;1.1246
625;20.6000;19.4730;11.0000;1.1270
626;20.6000;19.4705;11.0000;1.1295
627;20.6000;19.4681;11.0000;1.1319
628;20.6000;19.4656;11.0000;1.1344
629;20.6000;19.4632;11.0000;1.1368
630;20.6000;19.4608;11.0000;1.1392
631;20.7000;19.4583;11.0000;1.2417
632;20.7000;19.4559;11.0000;1.2441
633;20.7000;19.4534;11.0000;1.2466
634;20.8000;19.4510;11.0000;1.3490
635;20.8000;19.4486;11.0000;1.3514
636;20.8000;19.4462;11.0000;1.3538
637;20.8000;19.4437;11.0000;1.3563
638;20.8000;19.4413;11.0000;1.3587
639;20.8000;19.4389;11.0000;1.3611
640;20.8000;19.4365;11.0000;1.3635
641;20.8000;19.4340;11.0000;1.3660
642;20.8000;19.4316;11.0000;1.3684
643;20.8000;19.4292;11.0000;1.3708
644;20.9000;19.4268;11.0000;1.4732
645;20.9000;19.4244;11.0000;1.4756
646;20.9000;19.4220;11.0000;1.4780
647;20.9000;19.4196;11.0000;1.4804
648;20.9000;19.4172;11.0000;1.4828
649;20.9000;19.4147;11.0000;1.4853
650;20.9000;19.4123;11.0000;1.4877
651;20.9000;19.4099;11.0000;1.4901
652;21.0000;19.4075;11.0000;1.5925
653;21.0000;19.4051;11.0000;1.5949
654;21.0000;19.4027;11.0000;1.5973
655;21.0000;19.4004;11.0000;1.5996
656;21.0000;19.3980;11.0000;1.6020
657;21.0000;19.3956;11.0000;1.6044
658;21.0000;19.3932;11.0000;1.6068
659;21.0000;19.3908;11.0000;1.6092
660;21.1000;19.3884;11.0000;1.7116
661;21.1000;19.3860;11.0000;1.7140
662;21.1000;19.3836;11.0000;1.7164
663;21.1000;19.3813;11.0000;1.7187
664;21.1000;19.3789;11.0000;1.7211
665;21.1000;19.3765;11.0000;1.7235
666;21.1000;19.3741;11.0000;1.7259
667;21.1000;19.3718;11.0000;1.7282
668;21.2000;19.3694;11.0000;1.8306
669;21.2000;19.3670;11.0000;1.8330
670;21.2000;19.3647;11.0000;1.8353
671;21.2000;19.3623;11.0000;1.8377
672;21.2000;19.3599;11.0000;1.8401
673;21.3000;19.3576;11.0000;1.9424
674;21.3000;19.3552;11.0000;1.9448
675;21.3000;19.3529;11.0000;1.9471
676;21.3000;19.3505;11.0000;1.9495
677;21.3000;19.3481;11.0000;1.9519
678;21.3000;19.3458;11.0000;1.9542
679;21.3000;19.3434;11.0000;1.9566
680;21.3000;19.3411;11.0000;1.9589
681;21.4000;19.3387;11.0000;2.0613
682;21.4000;19.3364;11.0000;2.0636
683;21.4000;19.3341;11.0000;2.0659
684;21.4000;19.3317;11.0000;2.0683
685;21.4000;19.3294;11.0000;2.0706
686;21.4000;19.3270;11.0000;2.0730
687;21.4000;19.3247;11.0000;2.0753
688;21.4000;19.3224;11.0000;2.0776
689;21.5000;19.3200;11.0000;2.1800
690;21.5000;19.3177;11.0000;2.1823
691;21.5000;19.3154;11.0000;2.1846
692;21.5000;19.3130;11.0000;2.1870
693;21.5000;19.3107;11.0000;2.1893
694;21.5000;19.3084;11.0000;2.1916
695;21.5000;19.3061;11.0000;2.1939
696;21.5000;19.3037;11.0000;2.1963
697;21.5000;19.3014;11.0000;2.1986
698;21.5000;19.2991;11.0000;2.2009
699;21.6000;19.2968;11.0000;2.3032
700;21.6000;19.2945;11.0000;2.3055
701;21.6000;19.2922;11.0000;2.3078
702;21.6000;19.2899;11.0000;2.3101
703;21.6000;19.2876;11.0000;2.3124
704;21.6000;19.2852;11.0000;2.3148
705;21.6000;19.2829;11.0000;2.3171
706;21.6000;19.2806;11.0000;2.3194
707;21.6000;19.2783;11.0000;2.3217
708;21.6000;19.2760;11.0000;2.3240
709;21.6000;19.2737;11.0000;2.3263
710;21.7000;19.2714;11.0000;2.4286
711;21.7000;19.2692;11.0000;2.4308
712;21.7000;19.2669;11.0000;2.4331
713;21.7000;19.2646;11.0000;2.4354
714;21.7000;19.2623;11.0000;2.4377
715;21.8000;19.2600;11.0000;2.5400
716;21.8000;19.2577;11.0000;2.5423
717;21.8000;19.2554;11.0000;2.5446
718;21.8000;19.2531;11.0000;2.5469
719;21.8000;19.2509;11.0000;2.5491
720;21.8000;19.2486;11.0000;2.5514
721;21.8000;19.2463;11.0000;2.5537
722;21.8000;19.2440;11.0000;2.5560
723;21.9000;19.2418;11.0000;2.6582
724;21.9000;19.2395;11.0000;2.6605
725;21.9000;19.2372;11.0000;2.6628
726;21.9000;19.2349;11.0000;2.6651
727;21.9000;19.2327;11.0000;2.6673
728;21.9000;19.2304;11.0000;2.6696
729;21.9000;19.2282;11.0000;2.6718
730;21.9000;19.2259;11.0000;2.6741
731;21.9000;19.2236;11.0000;2.6764
732;22.0000;19.2214;11.0000;2.7786
733;22.0000;19.2191;11.0000;2.7809
734;22.0000;19.2169;11.0000;2.7831
735;22.0000;19.2146;11.0000;2.7854
736;22.0000;19.2124;11.0000;2.7876
737;22.0000;19.2101;11.0000;2.7899
738;22.0000;19.2079;11.0000;2.7921
739;22.0000;19.2056;11.0000;2.7944
740;22.1000;19.2034;11.0000;2.8966
741;22.1000;19.2011;11.0000;2.8989
742;22.1000;19.1989;11.0000;2.9011
743;22.1000;19.1967;11.0000;2.9033
744;22.1000;19.1944;11.0000;2.9056
745;22.1000;19.1922;11.0000;2.9078
746;22.1000;19.1899;11.0000;2.9101
747;22.1000;19.1877;11.0000;2.9123
748;22.2000;19.1855;11.0000;3.0145
749;22.2000;19.1833;11.0000;3.0167
750;22.2000;19.1810;11.0000;3.0190
751;22.2000;19.1788;11.0000;3.0212
752;22.2000;19.1766;11.0000;3.0234
753;22.2000;19.1744;11.0000;3.0256
754;22.2000;19.1721;11.0000;3.0279
755;22.2000;19.1699;11.0000;3.0301
756;22.2000;19.1677;11.0000;3.0323
757;22.2000;19.1655;11.0000;3.0345
758;22.2000;19.1633;11.0000;3.0367
759;22.2000;19.1611;11.0000;3.0389
760;22.2000;19.1589;11.0000;3.0411
761;22.3000;19.1566;11.0000;3.1434
762;22.3000;19.1544;11.0000;3.1456
763;22.3000;19.1522;11.0000;3.1478
764;22.3000;19.1500;11.0000;3.1500
765;22.3000;19.1478;11.0000;3.1522
766;22.3000;19.1456;11.0000;3.1544
767;22.3000;19.1434;11.0000;3.1566
768;22.4000;19.1412;11.0000;3.2588
769;22.4000;19.1390;11.0000;3.2610
770;22.4000;19.1368;11.0000;3.2632
771;22.4000;19.1347;11.0000;3.2653
772;22.4000;19.1325;11.0000;3.2675
773;22.4000;19.1303;11.0000;3.2697
774;22.4000;19.1281;11.0000;3.2719
775;22.4000;19.1259;11.0000;3.2741
776;22.5000;19.1237;11.0000;3.3763
777;22.5000;19.1215;11.0000;3.3785
778;22.5000;19.1194;11.0000;3.3806
779;22.5000;19.1172;11.0000;3.3828
780;22.5000;19.1150;11.0000;3.3850
781;22.5000;19.1128;11.0000;3.3872
782;22.5000;19.1107;11.0000;3.3893
783;22.5000;19.1085;11.0000;3.3915
784;22.5000;19.1063;11.0000;3.3937
785;22.5000;19.1041;11.0000;3.3959
786;22.5000;19.1020;11.0000;3.3980
787;22.5000;19.0998;11.0000;3.4002
788;22.5000;19.0977;11.0000;3.4023
789;22.6000;19.0955;11.0000;3.5045
790;22.6000;19.0933;11.0000;3.5067
791;22.6000;19.0912;11.0000;3.5088
792;22.6000;19.0890;11.0000;3.5110
793;22.6000;19.0869;11.0000;3.5131
794;22.6000;19.0847;11.0000;3.5153
795;22.6000;19.0826;11.0000;3.5174
796;22.6000;19.0804;11.0000;3.5196
797;22.7000;19.0783;11.0000;3.6217
798;22.7000;19.0761;11.0000;3.6239
799;22.7000;19.0740;11.0000;3.6260
800;22.7000;19.0718;11.0000;3.6282
801;22.7000;19.0697;11.0000;3.6303
802;22.7000;19.0675;11.0000;3.6325
803;22.7000;19.0654;11.0000;3.6346
804;22.7000;19.0633;11.0000;3.6367
805;22.7000;19.0611;11.0000;3.6389
806;22.7000;19.0590;11.0000;3.6410
807;22.7000;19.0569;11.0000;3.6431
808;22.7000;19.0547;11.0000;3.6453
809;22.7000;19.0526;11.0000;3.6474
810;22.8000;19.0505;11.0000;3.7495
811;22.8000;19.0483;11.0000;3.7517
812;22.8000;19.0462;11.0000;3.7538
813;22.8000;19.0441;11.0000;3.7559
814;22.8000;19.0420;11.0000;3.7580
815;22.8000;19.0399;11.0000;3.7601
816;22.8000;19.0377;11.0000;3.7623
817;22.8000;19.0356;11.0000;3.7644
818;22.8000;19.0335;11.0000;3.7665
819;22.8000;19.0314;11.0000;3.7686
820;22.8000;19.0293;11.0000;3.7707
821;22.8000;19.0272;11.0000;3.7728
822;22.8000;19.0251;11.0000;3.7749
823;22.9000;19.0230;11.0000;3.8770
824;22.9000;19.0209;11.0000;3.8791
825;22.9000;19.0188;11.0000;3.8812
826;22.9000;19.0167;11.0000;3.8833
827;22.9000;19.0146;11.0000;3.8854
828;22.9000;19.0125;11.0000;3.8875
829;22.9000;19.0104;11.0000;3.8896
830;22.9000;19.0083;11.0000;3.8917
831;22.9000;19.0062;11.0000;3.8938
832;22.9000;19.0041;11.0000;3.8959
833;22.9000;19.0020;11.0000;3.8980
834;22.9000;18.9999;11.0000;3.9001
835;22.9000;18.9978;11.0000;3.9022
836;22.9000;18.9957;11.0000;3.9043
837;22.9000;18.9936;11.0000;3.9064
838;22.9000;18.9916;11.0000;3.9084
839;22.9000;18.9895;11.0000;3.9105
840;22.9000;18.9874;11.0000;3.9126
841;22.9000;18.9853;11.0000;3.9147
842;22.9000;18.9832;11.0000;3.9168
843;22.9000;18.9812;11.0000;3.9188
844;23.0000;18.9791;11.0000;4.0209
845;23.0000;18.9770;11.0000;4.0230
846;23.0000;18.9750;11.0000;4.0250
847;23.0000;18.9729;11.0000;4.0271
848;23.0000;18.9708;11.0000;4.0292
849;23.0000;18.9688;11.0000;4.0312
850;23.0000;18.9667;11.0000;4.0333
851;23.0000;18.9646;11.0000;4.0354
852;23.0000;18.9626;11.0000;4.0374
853;23.0000;18.9605;11.0000;4.0395
854;23.0000;18.9585;11.0000;4.0415
855;23.0000;18.9564;11.0000;4.0436
856;23.0000;18.9543;11.0000;4.0457
857;23.0000;18.9523;11.0000;4.0477
858;23.0000;18.9502;11.0000;4.0498
859;23.0000;18.9482;11.0000;4.0518
860;23.0000;18.9461;11.0000;4.0539
861;23.0000;18.9441;11.0000;4.0559
862;23.0000;18.9421;11.0000;4.0579
863;23.0000;18.9400;11.0000;4.0600
864;23.0000;18.9380;11.0000;4.0620
865;22.9000;18.9359;11.0000;3.9641
866;22.9000;18.9339;11.0000;3.9661
867;22.9000;18.9319;11.0000;3.9681
868;22.9000;18.9298;11.0000;3.9702
869;22.9000;18.9278;11.0000;3.9722
870;22.9000;18.9257;11.0000;3.9743
871;22.9000;18.9237;11.0000;3.9763
872;22.9000;18.9217;11.0000;3.9783
873;22.9000;18.9197;11.0000;3.9803
874;22.9000;18.9176;11.0000;3.9824
875;22.9000;18.9156;11.0000;3.9844
876;22.9000;18.9136;11.0000;3.9864
877;22.9000;18.9116;11.0000;3.9884
878;22.9000;18.9095;11.0000;3.9905
879;22.9000;18.9075;11.0000;3.9925
880;22.9000;18.9055;11.0000;3.9945
881;22.9000;18.9035;11.0000;3.9965
882;22.9000;18.9015;11.0000;3.9985
883;22.9000;18.8995;11.0000;4.0005
884;22.9000;18.8975;11.0000;4.0025
885;22.9000;18.8954;11.0000;4.0046
886;22.9000;18.8934;11.0000;4.0066
887;22.9000;18.8914;11.0000;4.0086
888;22.9000;18.8894;11.0000;4.0106
889;22.9000;18.8874;11.0000;4.0126
890;22.9000;18.8854;11.0000;4.0146
891;22.8000;18.8834;11.0000;3.9166
892;22.8000;18.8814;11.0000;3.9186
893;22.8000;18.8794;11.0000;3.9206
894;22.8000;18.8774;11.0000;3.9226
895;22.8000;18.8754;11.0000;3.9246
896;22.8000;18.8734;11.0000;3.9266
897;22.8000;18.8715;11.0000;3.9285
898;22.8000;18.8695;11.0000;3.9305
899;22.8000;18.8675;11.0000;3.9325
900;22.8000;18.8655;11.0000;3.9345
901;22.8000;18.8635;11.0000;3.9365
902;22.8000;18.8615;11.0000;3.9385
903;22.8000;18.8595;11.0000;3.9405
904;22.8000;18.8576;11.0000;3.9424
905;22.8000;18.8556;11.0000;3.9444
906;22.8000;18.8536;11.0000;3.9464
907;22.7000;18.8516;11.0000;3.8484
908;22.7000;18.8497;11.0000;3.8503
909;22.7000;18.8477;11.0000;3.8523
910;22.7000;18.8457;11.0000;3.8543
911;22.7000;18.8437;11.0000;3.8563
912;22.7000;18.8418;11.0000;3.8582
913;22.7000;18.8398;11.0000;3.8602
914;22.7000;18.8378;11.0000;3.8622
915;22.7000;18.8359;11.0000;3.8641
916;22.7000;18.8339;11.0000;3.8661
917;22.7000;18.8320;11.0000;3.8680
918;22.7000;18.8300;11.0000;3.8700
919;22.7000;18.8280;11.0000;3.8720
920;22.7000;18.8261;11.0000;3.8739
921;22.7000;18.8241;11.0000;3.8759
922;22.7000;18.8222;11.0000;3.8778
923;22.7000;18.8202;11.0000;3.8798
924;22.7000;18.8183;11.0000;3.8817
925;22.6000;18.8163;11.0000;3.7837
926;22.6000;18.8144;11.0000;3.7856
927;22.6000;18.8124;11.0000;3.7876
928;22.6000;18.8105;11.0000;3.7895
929;22.6000;18.8085;11.0000;3.7915
930;22.6000;18.8066;11.0000;3.7934
931;22.6000;18.8047;11.0000;3.7953
932;22.6000;18.8027;11.0000;3.7973
933;22.6000;18.8008;11.0000;3.7992
934;22.6000;18.7988;11.0000;3.8012
935;22.6000;18.7969;11.0000;3.8031
936;22.6000;18.7950;11.0000;3.8050
937;22.6000;18.7931;11.0000;3.8069
938;22.6000;18.7911;11.0000;3.8089
939;22.6000;18.7892;11.0000;3.8108
940;22.6000;18.7873;11.0000;3.8127
941;22.5000;18.7853;11.0000;3.7147
942;22.5000;18.7834;11.0000;3.7166
943;22.5000;18.7815;11.0000;3.7185
944;22.5000;18.7796;11.0000;3.7204
945;22.5000;18.7777;11.0000;3.7223
946;22.5000;18.7757;11.0000;3.7243
947;22.5000;18.7738;11.0000;3.7262
948;22.5000;18.7719;11.0000;3.7281
949;22.5000;18.7700;11.0000;3.7300
950;22.5000;18.7681;11.0000;3.7319
951;22.5000;18.7662;11.0000;3.7338
952;22.5000;18.7643;11.0000;3.7357
953;22.5000;18.7624;11.0000;3.7376
954;22.5000;18.7604;11.0000;3.7396
955;22.5000;18.7585;11.0000;3.7415
956;22.5000;18.7566;11.0000;3.7434
957;22.4000;18.7547;11.0000;3.6453
958;22.4000;18.7528;11.0000;3.6472
959;22.4000;18.7509;11.0000;3.6491
960;22.4000;18.7490;11.0000;3.6510
961;22.4000;18.7471;11.0000;3.6529
962;22.4000;18.7452;11.0000;3.6548
963;22.4000;18.7434;11.0000;3.6566
964;22.4000;18.7415;11.0000;3.6585
965;22.4000;18.7396;11.0000;3.6604
966;22.4000;18.7377;11.0000;3.6623
967;22.4000;18.7358;11.0000;3.6642
968;22.4000;18.7339;11.0000;3.6661
969;22.4000;18.7320;11.0000;3.6680
970;22.4000;18.7301;11.0000;3.6699
971;22.3000;18.7283;11.0000;3.5717
972;22.3000;18.7264;11.0000;3.5736
973;22.3000;18.7245;11.0000;3.5755
974;22.3000;18.7226;11.0000;3.5774
975;22.3000;18.7207;11.0000;3.5793
976;22.3000;18.7189;11.0000;3.5811
977;22.3000;18.7170;11.0000;3.5830
978;22.3000;18.7151;11.0000;3.5849
979;22.3000;18.7133;11.0000;3.5867
980;22.3000;18.7114;11.0000;3.5886
981;22.3000;18.7095;11.0000;3.5905
982;22.3000;18.7077;11.0000;3.5923
983;22.3000;18.7058;11.0000;3.5942
984;22.2000;18.7039;11.0000;3.4961
985;22.2000;18.7021;11.0000;3.4979
986;22.2000;18.7002;11.0000;3.4998
987;22.2000;18.6983;11.0000;3.5017
988;22.2000;18.6965;11.0000;3.5035
989;22.2000;18.6946;11.0000;3.5054
990;22.2000;18.6928;11.0000;3.5072
991;22.2000;18.6909;11.0000;3.5091
992;22.2000;18.6891;11.0000;3.5109
993;22.2000;18.6872;11.0000;3.5128
994;22.2000;18.6854;11.0000;3.5146
995;22.2000;18.6835;11.0000;3.5165
996;22.2000;18.6817;11.0000;3.5183
997;22.1000;18.6798;11.0000;3.4202
998;22.1000;18.6780;11.0000;3.4220
999;22.1000;18.6761;11.0000;3.4239
1000;22.1000;18.6743;11.0000;3.4257
1001;22.1000;18.6725;11.0000;3.4275
1002;22.1000;18.6706;11.0000;3.4294
1003;22.1000;18.6688;11.0000;3.4312
1004;22.1000;18.6670;11.0000;3.4330
1005;22.1000;18.6651;11.0000;3.4349
1006;22.1000;18.6633;11.0000;3.4367
1007;22.1000;18.6615;11.0000;3.4385
1008;22.1000;18.6596;11.0000;3.4404
1009;22.0000;18.6578;11.0000;3.3422
1010;22.0000;18.6560;11.0000;3.3440
1011;22.0000;18.6542;11.0000;3.3458
1012;22.0000;18.6523;11.0000;3.3477
1013;22.0000;18.6505;11.0000;3.3495
1014;22.0000;18.6487;11.0000;3.3513
1015;22.0000;18.6469;11.0000;3.3531
1016;22.0000;18.6450;11.0000;3.3550
1017;21.9000;18.6432;11.0000;3.2568
1018;21.9000;18.6414;11.0000;3.2586
1019;21.9000;18.6396;11.0000;3.2604
1020;21.9000;18.6378;11.0000;3.2622
1021;21.9000;18.6360;11.0000;3.2640
1022;21.9000;18.6342;11.0000;3.2658
1023;21.9000;18.6324;11.0000;3.2676
1024;21.9000;18.6305;11.0000;3.2695
1025;21.9000;18.6287;11.0000;3.2713
1026;21.9000;18.6269;11.0000;3.2731
1027;21.9000;18.6251;11.0000;3.2749
1028;21.9000;18.6233;11.0000;3.2767
1029;21.9000;18.6215;11.0000;3.2785
1030;21.8000;18.6197;11.0000;3.1803
1031;21.8000;18.6179;11.0000;3.1821
1032;21.8000;18.6161;11.0000;3.1839
1033;21.8000;18.6143;11.0000;3.1857
1034;21.8000;18.6126;11.0000;3.1874
1035;21.8000;18.6108;11.0000;3.1892
1036;21.8000;18.6090;11.0000;3.1910
1037;21.8000;18.6072;11.0000;3.1928
1038;21.7000;18.6054;11.0000;3.0946
1039;21.7000;18.6036;11.0000;3.0964
1040;21.7000;18.6018;11.0000;3.0982
1041;21.7000;18.6000;11.0000;3.1000
1042;21.7000;18.5983;11.0000;3.1017
1043;21.7000;18.5965;11.0000;3.1035
1044;21.7000;18.5947;11.0000;3.1053
1045;21.7000;18.5929;11.0000;3.1071
1046;21.7000;18.5911;11.0000;3.1089
1047;21.6000;18.5894;11.0000;3.0106
1048;21.6000;18.5876;11.0000;3.0124
1049;21.6000;18.5858;11.0000;3.0142
1050;21.6000;18.5840;11.0000;3.0160
1051;21.6000;18.5823;11.0000;3.0177
1052;21.6000;18.5805;11.0000;3.0195
1053;21.6000;18.5787;11.0000;3.0213
1054;21.6000;18.5770;11.0000;3.0230
1055;21.6000;18.5752;11.0000;3.0248
1056;21.6000;18.5734;11.0000;3.0266
1057;21.6000;18.5717;11.0000;3.0283
1058;21.6000;18.5699;11.0000;3.0301
1059;21.5000;18.5682;11.0000;2.9318
1060;21.5000;18.5664;11.0000;2.9336
1061;21.5000;18.5646;11.0000;2.9354
1062;21.5000;18.5629;11.0000;2.9371
1063;21.5000;18.5611;11.0000;2.9389
1064;21.5000;18.5594;11.0000;2.9406
1065;21.5000;18.5576;11.0000;2.9424
1066;21.5000;18.5559;11.0000;2.9441
1067;21.4000;18.5541;11.0000;2.8459
1068;21.4000;18.5524;11.0000;2.8476
1069;21.4000;18.5506;11.0000;2.8494
1070;21.4000;18.5489;11.0000;2.8511
1071;21.4000;18.5471;11.0000;2.8529
1072;21.4000;18.5454;11.0000;2.8546
1073;21.4000;18.5437;11.0000;2.8563
1074;21.4000;18.5419;11.0000;2.8581
1075;21.4000;18.5402;11.0000;2.8598
1076;21.4000;18.5384;11.0000;2.8616
1077;21.4000;18.5367;11.0000;2.8633
1078;21.4000;18.5350;11.0000;2.8650
1079;21.4000;18.5332;11.0000;2.8668
1080;21.3000;18.5315;11.0000;2.7685
1081;21.3000;18.5298;11.0000;2.7702
1082;21.3000;18.5280;11.0000;2.7720
1083;21.3000;18.5263;11.0000;2.7737
1084;21.3000;18.5246;11.0000;2.7754
1085;21.3000;18.5229;11.0000;2.7771
1086;21.3000;18.5211;11.0000;2.7789
1087;21.3000;18.5194;11.0000;2.7806
1088;21.3000;18.5177;11.0000;2.7823
1089;21.3000;18.5160;11.0000;2.7840
1090;21.3000;18.5143;11.0000;2.7857
1091;21.3000;18.5125;11.0000;2.7875
1092;21.3000;18.5108;11.0000;2.7892
1093;21.2000;18.5091;11.0000;2.6909
1094;21.2000;18.5074;11.0000;2.6926
1095;21.2000;18.5057;11.0000;2.6943
1096;21.2000;18.5040;11.0000;2.6960
1097;21.2000;18.5023;11.0000;2.6977
1098;21.2000;18.5006;11.0000;2.6994
1099;21.2000;18.4989;11.0000;2.7011
1100;21.2000;18.4971;11.0000;2.7029
1101;21.1000;18.4954;11.0000;2.6046
1102;21.1000;18.4937;11.0000;2.6063
1103;21.1000;18.4920;11.0000;2.6080
1104;21.1000;18.4903;11.0000;2.6097
1105;21.1000;18.4886;11.0000;2.6114
1106;21.1000;18.4869;11.0000;2.6131
1107;21.1000;18.4852;11.0000;2.6148
1108;21.1000;18.4836;11.0000;2.6164
1109;21.0000;18.4819;11.0000;2.5181
1110;21.0000;18.4802;11.0000;2.5198
1111;21.0000;18.4785;11.0000;2.5215
1112;21.0000;18.4768;11.0000;2.5232
1113;21.0000;18.4751;11.0000;2.5249
1114;20.9000;18.4734;11.0000;2.4266
1115;20.9000;18.4717;11.0000;2.4283
1116;20.9000;18.4700;11.0000;2.4300
1117;20.9000;18.4684;11.0000;2.4316
1118;20.9000;18.4667;11.0000;2.4333
1119;20.9000;18.4650;11.0000;2.4350
1120;20.9000;18.4633;11.0000;2.4367
1121;20.9000;18.4616;11.0000;2.4384
1122;20.8000;18.4600;11.0000;2.3400
1123;20.8000;18.4583;11.0000;2.3417
1124;20.8000;18.4566;11.0000;2.3434
1125;20.8000;18.4549;11.0000;2.3451
1126;20.8000;18.4533;11.0000;2.3467
1127;20.8000;18.4516;11.0000;2.3484
1128;20.8000;18.4499;11.0000;2.3501
1129;20.8000;18.4482;11.0000;2.3518
1130;20.8000;18.4466;11.0000;2.3534
1131;20.8000;18.4449;11.0000;2.3551
1132;20.7000;18.4433;11.0000;2.2567
1133;20.7000;18.4416;11.0000;2.2584
1134;20.7000;18.4399;11.0000;2.2601
1135;20.7000;18.4383;11.0000;2.2617
1136;20.7000;18.4366;11.0000;2.2634
1137;20.7000;18.4349;11.0000;2.2651
1138;20.7000;18.4333;11.0000;2.2667
1139;20.7000;18.4316;11.0000;2.2684
1140;20.6000;18.4300;11.0000;2.1700
1141;20.6000;18.4283;11.0000;2.1717
1142;20.6000;18.4267;11.0000;2.1733
1143;20.6000;18.4250;11.0000;2.1750
1144;20.6000;18.4234;11.0000;2.1766
1145;20.6000;18.4217;11.0000;2.1783
1146;20.6000;18.4201;11.0000;2.1799
1147;20.6000;18.4184;11.0000;2.1816
1148;20.6000;18.4168;11.0000;2.1832
1149;20.5000;18.4151;11.0000;2.0849
1150;20.5000;18.4135;11.0000;2.0865
1151;20.5000;18.4119;11.0000;2.0881
1152;20.5000;18.4102;11.0000;2.0898
1153;20.5000;18.4086;11.0000;2.0914
1154;20.5000;18.4070;11.0000;2.0930
1155;20.5000;18.4053;11.0000;2.0947
1156;20.5000;18.4037;11.0000;2.0963
1157;20.5000;18.4020;11.0000;2.0980
1158;20.5000;18.4004;11.0000;2.0996
1159;20.5000;18.3988;11.0000;2.1012
1160;20.5000;18.3972;11.0000;2.1028
1161;20.4000;18.3955;11.0000;2.0045
1162;20.4000;18.3939;11.0000;2.0061
1163;20.4000;18.3923;11.0000;2.0077
1164;20.4000;18.3907;11.0000;2.0093
1165;20.3000;18.3890;11.0000;1.9110
1166;20.3000;18.3874;11.0000;1.9126
1167;20.3000;18.3858;11.0000;1.9142
1168;20.3000;18.3842;11.0000;1.9158
1169;20.3000;18.3825;11.0000;1.9175
1170;20.3000;18.3809;11.0000;1.9191
1171;20.3000;18.3793;11.0000;1.9207
1172;20.3000;18.3777;11.0000;1.9223
1173;20.3000;18.3761;11.0000;1.9239
1174;20.3000;18.3745;11.0000;1.9255
1175;20.3000;18.3729;11.0000;1.9271
1176;20.3000;18.3713;11.0000;1.9287
1177;20.3000;18.3696;11.0000;1.9304
1178;20.2000;18.3680;11.0000;1.8320
1179;20.2000;18.3664;11.0000;1.8336
1180;20.2000;18.3648;11.0000;1.8352
1181;20.2000;18.3632;11.0000;1.8368
1182;20.2000;18.3616;11.0000;1.8384
1183;20.2000;18.3600;11.0000;1.8400
1184;20.2000;18.3584;11.0000;1.8416
1185;20.2000;18.3568;11.0000;1.8432
1186;20.1000;18.3552;11.0000;1.7448
1187;20.1000;18.3536;11.0000;1.7464
1188;20.1000;18.3520;11.0000;1.7480
1189;20.1000;18.3504;11.0000;1.7496
1190;20.1000;18.3488;11.0000;1.7512
1191;20.1000;18.3473;11.0000;1.7527
1192;20.1000;18.3457;11.0000;1.7543
1193;20.1000;18.3441;11.0000;1.7559
1194;20.1000;18.3425;11.0000;1.7575
1195;20.1000;18.3409;11.0000;1.7591
1196;20.1000;18.3393;11.0000;1.7607
1197;20.1000;18.3377;11.0000;1.7623
1198;20.1000;18.3362;11.0000;1.7638
1199;20.1000;18.3346;11.0000;1.7654
1200;20.1000;18.3330;11.0000;1.7670
1201;20.1000;18.3314;11.0000;1.7686
1202;20.1000;18.3298;11.0000;1.7702
1203;20.0000;18.3283;11.0000;1.6717
1204;20.0000;18.3267;11.0000;1.6733
1205;20.0000;18.3251;11.0000;1.6749
1206;20.0000;18.3235;11.0000;1.6765
1207;20.0000;18.3220;11.0000;1.6780
1208;20.0000;18.3204;11.0000;1.6796
1209;20.0000;18.3188;11.0000;1.6812
1210;20.0000;18.3173;11.0000;1.6827
1211;20.0000;18.3157;11.0000;1.6843
1212;20.0000;18.3141;11.0000;1.6859
1213;20.0000;18.3126;11.0000;1.6874
1214;20.0000;18.3110;11.0000;1.6890
1215;20.0000;18.3094;11.0000;1.6906
1216;19.9000;18.3079;11.0000;1.5921
1217;19.9000;18.3063;11.0000;1.5937
1218;19.9000;18.3047;11.0000;1.5953
1219;19.9000;18.3032;11.0000;1.5968
1220;19.9000;18.3016;11.0000;1.5984
1221;19.9000;18.3001;11.0000;1.5999
1222;19.9000;18.2985;11.0000;1.6015
1223;19.9000;18.2970;11.0000;1.6030
1224;19.9000;18.2954;11.0000;1.6046
1225;19.9000;18.2939;11.0000;1.6061
1226;19.9000;18.2923;11.0000;1.6077
1227;19.9000;18.2908;11.0000;1.6092
1228;19.9000;18.2892;11.0000;1.6108
1229;19.8000;18.2877;11.0000;1.5123
1230;19.8000;18.2861;11.0000;1.5139
1231;19.8000;18.2846;11.0000;1.5154
1232;19.8000;18.2830;11.0000;1.5170
1233;19.8000;18.2815;11.0000;1.5185
1234;19.8000;18.2800;11.0000;1.5200
1235;19.8000;18.2784;11.0000;1.5216
1236;19.8000;18.2769;11.0000;1.5231
1237;19.8000;18.2754;11.0000;1.5246
1238;19.8000;18.2738;11.0000;1.5262
1239;19.8000;18.2723;11.0000;1.5277
1240;19.8000;18.2707;11.0000;1.5293
